,date,sales,counts,clv,cust,recency,frequency,T,monetary_value
13456,1997-08-05,10.77,3,64.14269933038865,13502,168,2,497,30.27666666666667
13457,1997-02-18,12.49,1,0.0,13503,0,0,497,12.49
13458,1997-04-15,99.56,3,153.8650760017594,13504,56,2,497,130.11666666666665
13459,1997-11-13,39.97,3,54.13723693462654,13505,268,2,497,23.43
13460,1997-10-27,41.47,2,26.858251804277558,13506,251,1,497,35.895
13461,1997-02-18,57.28,1,0.0,13507,0,0,497,57.28
13462,1997-02-18,126.37,1,0.0,13508,0,0,497,126.37
13463,1997-02-18,27.76,1,0.0,13509,0,0,497,27.76
13464,1998-06-07,77.95,2,0.0,13510,474,1,497,66.825
13465,1997-04-30,34.98,4,52.37481548389703,13511,71,3,497,31.232499999999995
13466,1997-08-27,70.43,3,153.89782841897804,13512,180,2,487,75.56
13467,1997-02-18,83.59,2,0.0,13513,0,1,497,93.26
13468,1997-03-27,40.11,2,7.209851541349195,13514,30,1,490,40.305
13469,1997-02-18,290.95,1,0.0,13515,0,0,497,290.95
13470,1997-02-18,15.36,1,0.0,13516,0,0,497,15.36
13471,1997-02-18,14.37,1,0.0,13517,0,0,497,14.37
13472,1997-02-18,26.99,1,0.0,13518,0,0,497,26.99
13473,1998-03-10,38.86,6,98.17958016670215,13519,385,5,497,32.77
13474,1998-03-23,105.92,5,318.9572793642895,13520,391,4,490,103.21
13475,1997-03-03,13.97,2,2.9558114374739715,13521,13,1,497,30.48
13476,1997-02-18,36.54,1,0.0,13522,0,0,497,36.54
13477,1997-10-12,16.49,17,490.1750286429174,13523,236,16,497,32.903529411764715
13478,1998-04-06,11.49,3,11.848066432290125,13524,411,2,496,11.983333333333334
13479,1997-02-18,22.77,1,0.0,13525,0,0,497,22.77
13480,1997-02-18,50.97,1,0.0,13526,0,0,497,50.97
13481,1998-03-14,106.42,5,196.45149809465624,13527,389,4,497,71.696
13482,1997-11-30,11.49,5,111.52803617557241,13528,285,4,497,25.53
13483,1997-02-19,17.99,2,0.7704959515321276,13529,1,1,497,17.99
13484,1997-02-18,24.37,1,0.0,13530,0,0,497,24.37
13485,1998-03-15,45.97,6,143.0346416786127,13531,390,5,497,35.48833333333333
13486,1997-02-18,29.92,1,0.0,13532,0,0,497,29.92
13487,1998-05-01,27.37,8,116.67125335552434,13533,437,7,497,18.85375
13488,1997-02-18,25.74,1,0.0,13534,0,0,497,25.74
13489,1998-05-10,12.72,3,6.55147637457575,13535,446,2,497,13.826666666666664
13490,1997-07-22,21.56,3,51.55705594319243,13536,154,2,497,23.820000000000004
13491,1997-02-18,29.13,1,0.0,13537,0,0,497,29.13
13492,1997-02-18,29.92,1,0.0,13538,0,0,497,29.92
13493,1997-02-18,35.91,1,0.0,13539,0,0,497,35.91
13494,1997-02-18,15.96,1,0.0,13540,0,0,497,15.96
13495,1998-06-03,42.98,10,386.17065143896826,13541,470,9,497,72.898
13496,1997-02-18,15.36,1,0.0,13542,0,0,497,15.36
13497,1998-01-08,78.94,4,70.57034603206114,13543,324,3,497,46.7675
13498,1998-03-16,54.55,4,52.291596347395675,13544,391,3,497,30.6025
13499,1997-03-27,14.99,2,3.7538269378414952,13545,37,1,497,13.38
13500,1998-06-17,26.29,12,43.65083476159882,13546,484,11,497,33.69416666666667
13501,1997-02-18,20.55,1,0.0,13547,0,0,497,20.55
13502,1997-02-18,7.78,1,0.0,13548,0,0,497,7.78
13503,1998-01-23,27.98,2,0.0,13549,339,1,497,27.06
13504,1998-03-02,60.75,2,0.0,13550,377,1,497,37.855
13505,1998-01-13,27.98,3,30.491770205928503,13551,329,2,497,35.11
13506,1997-04-07,13.97,2,4.940666923474207,13552,48,1,497,14.935
13507,1997-02-18,46.08,1,0.0,13553,0,0,497,46.08
13508,1997-02-18,30.0,1,0.0,13554,0,0,497,30.0
13509,1997-02-18,14.96,1,0.0,13555,0,0,497,14.96
13510,1997-12-16,14.99,3,57.709323825243395,13556,301,2,497,25.096666666666664
13511,1998-02-02,24.99,2,0.0,13557,349,1,497,19.285
13512,1997-02-18,35.37,1,0.0,13558,0,0,497,35.37
13513,1997-02-18,41.9,1,0.0,13559,0,0,497,41.9
13514,1998-02-20,29.98,4,94.82668074032513,13560,367,3,497,40.6825
13515,1997-02-18,26.76,1,0.0,13561,0,0,497,26.76
13516,1998-01-10,35.97,5,149.51536877472103,13562,326,4,497,45.156000000000006
13517,1998-06-12,68.96,15,533.3704033652339,13563,479,14,497,81.37466666666668
13518,1997-02-18,15.99,1,0.0,13564,0,0,497,15.99
13519,1998-06-29,26.48,24,780.0111002001663,13565,466,23,467,40.908333333333346
13520,1997-02-18,27.74,1,0.0,13566,0,0,497,27.74
13521,1998-06-04,31.98,5,117.96062228214178,13567,471,4,497,35.902
13522,1997-02-18,53.33,1,0.0,13568,0,0,497,53.33
13523,1997-02-18,21.99,1,0.0,13569,0,0,497,21.99
13524,1997-04-17,64.63,3,59.03055172222425,13570,58,2,497,45.56333333333333
13525,1997-04-23,26.73,2,13.705624851903998,13571,64,1,497,44.585
13526,1998-05-26,43.47,4,6.4211033920105365,13572,462,3,497,39.445
13527,1998-03-19,28.48,4,39.35620940016772,13573,394,3,497,34.3575
13528,1997-12-08,33.48,2,19.624970000531746,13574,293,1,497,21.625
13529,1997-04-20,25.94,3,44.18596064213275,13575,61,2,497,31.49
13530,1998-01-08,11.49,2,0.0,13576,324,1,497,11.63
13531,1997-10-20,24.48,3,42.68275570547425,13577,244,2,497,17.61
13532,1997-02-18,15.36,1,0.0,13578,0,0,497,15.36
13533,1997-02-18,15.36,1,0.0,13579,0,0,497,15.36
13534,1997-02-18,36.73,1,0.0,13580,0,0,497,36.73
13535,1997-02-18,26.76,1,0.0,13581,0,0,497,26.76
13536,1997-11-15,23.98,9,249.7690017847545,13582,270,8,497,30.235555555555557
13537,1998-06-11,23.99,5,65.31746891105705,13583,478,4,497,25.026
13538,1997-02-18,15.36,1,0.0,13584,0,0,497,15.36
13539,1997-02-18,17.76,1,0.0,13585,0,0,497,17.76
13540,1997-02-20,39.51,1,0.0,13586,0,0,495,39.51
13541,1997-09-16,21.48,2,23.05207795800085,13587,186,1,473,30.49
13542,1998-03-03,113.85,5,248.83495599201598,13588,354,4,473,84.53999999999998
13543,1997-02-18,27.28,1,0.0,13589,0,0,497,27.28
13544,1997-03-13,24.97,2,3.480139391824232,13590,23,1,497,21.465
13545,1998-03-17,34.48,2,0.0,13591,392,1,497,31.21
13546,1997-02-18,50.54,1,0.0,13592,0,0,497,50.54
13547,1997-02-28,73.37,2,5.611520196956566,13593,10,1,497,80.575
13548,1997-02-18,10.0,4,0.0,13594,0,3,497,11.5
13549,1997-11-19,27.48,5,119.14770942694372,13595,274,4,497,27.494
13550,1997-02-18,12.77,1,0.0,13596,0,0,497,12.77
13551,1997-02-18,19.76,1,0.0,13597,0,0,497,19.76
13552,1997-02-18,32.72,1,0.0,13598,0,0,497,32.72
13553,1997-02-18,31.54,1,0.0,13599,0,0,497,31.54
13554,1997-02-18,81.4,1,0.0,13600,0,0,497,81.4
13555,1997-02-18,17.76,1,0.0,13601,0,0,497,17.76
13556,1997-02-18,12.49,1,0.0,13602,0,0,497,12.49
13557,1998-06-06,40.97,21,407.9011987643175,13603,473,20,497,33.5304761904762
13558,1997-12-10,12.49,5,121.5514123048336,13604,295,4,497,27.994
13559,1997-02-18,16.96,1,0.0,13605,0,0,497,16.96
13560,1997-08-20,15.9,3,59.872304280648095,13606,181,2,495,27.36666666666667
13561,1997-07-28,19.74,5,60.997932520936644,13607,160,4,497,14.448
13562,1997-02-18,31.31,1,0.0,13608,0,0,497,31.31
13563,1998-06-29,38.15,18,221.308723955201,13609,496,17,497,27.30388888888889
13564,1997-03-10,52.68,2,5.027540435780349,13610,20,1,497,40.31
13565,1997-02-18,25.74,1,0.0,13611,0,0,497,25.74
13566,1997-02-18,37.31,1,0.0,13612,0,0,497,37.31
13567,1997-02-18,21.77,1,0.0,13613,0,0,497,21.77
13568,1997-04-03,29.58,4,15.730744976607339,13614,44,3,497,21.4475
13569,1997-03-15,19.77,2,2.983534463442272,13615,25,1,497,15.37
13570,1997-02-18,29.98,1,0.0,13616,0,0,497,29.98
13571,1997-03-17,19.56,1,0.0,13617,0,0,470,19.56
13572,1997-02-18,12.77,1,0.0,13618,0,0,497,12.77
13573,1998-03-19,31.49,11,160.82422743189582,13619,394,10,497,21.41181818181818
13574,1997-02-18,12.49,1,0.0,13620,0,0,497,12.49
13575,1997-02-18,53.91,1,0.0,13621,0,0,497,53.91
13576,1997-02-18,28.74,1,0.0,13622,0,0,497,28.74
13577,1997-02-18,13.97,1,0.0,13623,0,0,497,13.97
13578,1998-05-23,21.48,2,0.0,13624,459,1,497,24.305
13579,1997-02-18,11.77,1,0.0,13625,0,0,497,11.77
13580,1997-02-18,108.97,1,0.0,13626,0,0,497,108.97
13581,1997-02-18,37.98,1,0.0,13627,0,0,497,37.98
13582,1997-06-24,29.33,3,79.73524326368917,13628,126,2,497,41.43666666666667
13583,1997-02-18,13.97,1,0.0,13629,0,0,497,13.97
13584,1997-02-18,12.97,1,0.0,13630,0,0,497,12.97
13585,1998-06-09,23.98,5,100.34999748264092,13631,474,4,495,29.494
13586,1997-02-18,19.99,1,0.0,13632,0,0,497,19.99
13587,1997-02-18,12.49,1,0.0,13633,0,0,497,12.49
13588,1997-02-18,22.74,1,0.0,13634,0,0,497,22.74
13589,1997-03-06,41.72,1,0.0,13635,0,0,481,41.72
13590,1998-05-15,19.48,11,117.91000348341494,13636,451,10,497,13.71363636363636
13591,1997-02-26,25.54,2,1.9397009528215263,13637,8,1,497,26.04
13592,1998-05-29,103.94,14,209.39867065171296,13638,465,13,497,38.09214285714286
13593,1997-02-18,34.97,1,0.0,13639,0,0,497,34.97
13594,1997-02-18,11.77,1,0.0,13640,0,0,497,11.77
13595,1997-05-01,30.98,2,11.185405837882557,13641,72,1,497,30.85
13596,1997-02-18,24.98,1,0.0,13642,0,0,497,24.98
13597,1997-02-18,14.37,1,0.0,13643,0,0,497,14.37
13598,1997-06-20,28.93,2,17.382506631066107,13644,122,1,497,33.83
13599,1998-05-23,31.48,7,190.28104323682842,13645,459,6,497,48.89857142857144
13600,1997-02-18,12.49,1,0.0,13646,0,0,497,12.49
13601,1997-03-13,16.74,2,2.949274101021885,13647,23,1,497,16.74
13602,1997-02-18,29.27,1,0.0,13648,0,0,497,29.27
13603,1997-02-18,59.97,1,0.0,13649,0,0,497,59.97
13604,1997-02-18,58.98,1,0.0,13650,0,0,497,58.98
13605,1997-04-01,13.38,2,3.6594040139364674,13651,42,1,497,10.64
13606,1997-12-12,26.98,8,176.92786275838552,13652,297,7,497,24.128750000000004
13607,1997-06-14,42.0,3,94.41793784738978,13653,116,2,497,51.23
13608,1997-02-18,11.77,1,0.0,13654,0,0,497,11.77
13609,1997-11-22,50.47,2,30.030062845414697,13655,277,1,497,39.205
13610,1997-02-18,35.2,1,0.0,13656,0,0,497,35.2
13611,1997-02-18,9.77,1,0.0,13657,0,0,497,9.77
13612,1998-03-25,42.97,9,172.36787362785233,13658,400,8,497,32.39444444444445
13613,1997-02-18,15.76,1,0.0,13659,0,0,497,15.76
13614,1997-04-15,14.96,3,18.544223655864528,13660,56,2,497,11.5
13615,1997-02-18,11.77,1,0.0,13661,0,0,497,11.77
13616,1997-02-18,95.35,1,0.0,13662,0,0,497,95.35
13617,1997-02-18,86.11,1,0.0,13663,0,0,497,86.11
13618,1997-02-18,93.47,1,0.0,13664,0,0,497,93.47
13619,1997-02-18,12.49,1,0.0,13665,0,0,497,12.49
13620,1998-01-08,66.96,6,204.31946149281097,13666,323,5,496,51.93666666666666
13621,1997-11-19,37.47,5,115.32656504361671,13667,274,4,497,26.535999999999998
13622,1997-02-18,32.9,1,0.0,13668,0,0,497,32.9
13623,1997-03-04,20.78,3,4.18689302007291,13669,14,2,497,29.54333333333333
13624,1997-02-18,17.7,1,0.0,13670,0,0,497,17.7
13625,1997-02-26,14.37,1,0.0,13671,0,0,489,14.37
13626,1998-06-27,21.37,2,0.0,13672,494,1,497,33.03
13627,1997-02-18,32.98,1,0.0,13673,0,0,497,32.98
13628,1997-02-18,173.83,1,0.0,13674,0,0,497,173.83
13629,1997-02-18,13.97,1,0.0,13675,0,0,497,13.97
13630,1997-12-09,45.96,8,397.47953159676837,13676,294,7,497,54.65625
13631,1997-02-18,26.76,1,0.0,13677,0,0,497,26.76
13632,1998-02-23,15.99,4,100.2992584857694,13678,370,3,497,39.3825
13633,1997-02-18,29.98,1,0.0,13679,0,0,497,29.98
13634,1998-06-15,39.47,14,174.7616826096282,13680,482,13,497,50.7
13635,1997-02-18,19.99,1,0.0,13681,0,0,497,19.99
13636,1997-02-18,59.48,1,0.0,13682,0,0,497,59.48
13637,1997-02-18,13.97,1,0.0,13683,0,0,497,13.97
13638,1997-06-03,50.26,2,18.02707255647201,13684,105,1,497,40.11
13639,1998-01-17,13.99,4,37.60802744026673,13685,329,3,493,14.4825
13640,1998-01-18,12.99,8,112.99417800669151,13686,334,7,497,16.502499999999998
13641,1997-02-18,25.96,1,0.0,13687,0,0,497,25.96
13642,1998-06-29,12.99,10,244.58085107524317,13688,496,9,497,32.324
13643,1997-02-18,12.77,1,0.0,13689,0,0,497,12.77
13644,1997-02-18,26.14,1,0.0,13690,0,0,497,26.14
13645,1997-07-21,13.97,8,216.87808615646833,13691,153,7,497,46.1725
13646,1997-02-18,25.93,1,0.0,13692,0,0,497,25.93
13647,1997-02-19,52.87,1,0.0,13693,0,0,496,52.87
13648,1997-12-03,48.47,3,66.69884494159854,13694,287,2,496,29.72
13649,1997-02-18,14.99,1,0.0,13695,0,0,497,14.99
13650,1997-03-07,26.74,1,0.0,13696,0,0,480,26.74
13651,1997-02-18,29.73,1,0.0,13697,0,0,497,29.73
13652,1997-02-18,35.77,1,0.0,13698,0,0,497,35.77
13653,1997-11-25,26.98,3,54.779525457045224,13699,280,2,497,23.69
13654,1998-04-24,28.48,5,139.1410877585351,13700,430,4,497,40.848
13655,1998-06-23,22.98,3,12.184748499686725,13701,490,2,497,20.503333333333334
13656,1998-03-30,58.46,5,117.80206557437492,13702,405,4,497,56.44600000000001
13657,1997-02-19,19.96,1,0.0,13703,0,0,496,19.96
13658,1997-08-23,25.54,2,15.003905501445225,13704,186,1,497,19.755
13659,1998-03-05,14.42,10,144.8802405871343,13705,380,9,497,16.826999999999998
13660,1997-02-18,39.71,1,0.0,13706,0,0,497,39.71
13661,1997-05-11,17.76,2,7.408934797701808,13707,82,1,497,14.765
13662,1998-06-28,11.88,28,186.13183367639613,13708,495,27,497,16.587500000000002
13663,1998-06-17,27.98,6,64.63852758789527,13709,484,5,497,21.233333333333334
13664,1998-05-01,29.36,8,161.7312282017407,13710,437,7,497,32.36000000000001
13665,1997-08-11,5.78,7,81.28690104536803,13711,174,6,497,13.614285714285714
13666,1997-02-18,10.77,1,0.0,13712,0,0,497,10.77
13667,1997-02-18,27.77,1,0.0,13713,0,0,497,27.77
13668,1997-02-19,15.36,1,0.0,13714,0,0,496,15.36
13669,1997-02-18,13.97,1,0.0,13715,0,0,497,13.97
13670,1998-01-09,39.97,2,0.0,13716,325,1,497,31.465
13671,1997-02-21,33.31,2,1.2243438424848745,13717,3,1,497,25.005000000000006
13672,1997-02-18,39.5,1,0.0,13718,0,0,497,39.5
13673,1998-01-26,21.98,5,117.76465592806645,13719,342,4,497,33.7
13674,1997-02-18,23.54,1,0.0,13720,0,0,497,23.54
13675,1997-02-18,14.37,1,0.0,13721,0,0,497,14.37
13676,1997-04-19,15.36,2,5.561483414136267,13722,60,1,497,13.565
13677,1997-07-07,23.54,4,64.72761740363131,13723,139,3,497,21.2475
13678,1997-02-18,14.96,1,0.0,13724,0,0,497,14.96
13679,1997-04-23,20.97,7,27.368065152128647,13725,64,6,497,22.412857142857145
13680,1997-02-18,24.99,1,0.0,13726,0,0,497,24.99
13681,1997-02-18,31.32,1,0.0,13727,0,0,497,31.32
13682,1997-02-18,13.97,1,0.0,13728,0,0,497,13.97
13683,1997-02-18,33.98,1,0.0,13729,0,0,497,33.98
13684,1997-11-08,90.93,2,44.42647748011597,13730,263,1,497,64.11500000000001
13685,1997-12-11,47.47,2,25.43566909455155,13731,296,1,497,30.685
13686,1998-01-02,29.98,10,306.77757198536017,13732,318,9,497,35.985
13687,1997-02-18,19.99,1,0.0,13733,0,0,497,19.99
13688,1997-02-18,32.99,1,0.0,13734,0,0,497,32.99
13689,1998-06-05,49.49,2,0.0,13735,472,1,497,30.630000000000006
13690,1998-04-17,88.14,4,106.3543588022406,13736,417,3,491,60.575
13691,1997-02-18,77.8,1,0.0,13737,0,0,497,77.8
13692,1997-03-16,12.49,1,0.0,13738,0,0,471,12.49
13693,1997-02-18,11.77,1,0.0,13739,0,0,497,11.77
13694,1997-08-26,12.25,3,35.23792554207926,13740,189,2,497,14.176666666666668
13695,1997-02-18,41.51,1,0.0,13741,0,0,497,41.51
13696,1997-02-18,25.76,1,0.0,13742,0,0,497,25.76
13697,1997-02-18,36.93,1,0.0,13743,0,0,497,36.93
13698,1997-08-31,14.3,9,139.86539470849934,13744,194,8,497,18.531111111111112
13699,1997-02-18,23.54,1,0.0,13745,0,0,497,23.54
13700,1997-02-18,77.83,1,0.0,13746,0,0,497,77.83
13701,1997-02-18,57.12,1,0.0,13747,0,0,497,57.12
13702,1997-02-18,6.77,1,0.0,13748,0,0,497,6.77
13703,1997-02-18,15.36,1,0.0,13749,0,0,497,15.36
13704,1997-02-18,14.96,2,0.0,13750,0,1,497,14.665
13705,1997-02-18,5.78,1,0.0,13751,0,0,497,5.78
13706,1998-01-07,11.49,5,47.44807381274258,13752,323,4,497,12.842000000000002
13707,1998-05-19,2.99,4,0.0,13753,455,3,497,17.139999999999993
13708,1997-11-29,17.99,5,68.94003661407815,13754,284,4,497,14.876
13709,1997-11-07,14.99,4,48.553618589853976,13755,262,3,497,13.28
13710,1997-11-27,53.45,3,72.08939377356683,13756,282,2,497,32.66333333333333
13711,1997-02-19,52.33,1,0.0,13757,0,0,496,52.33
13712,1997-02-18,26.96,1,0.0,13758,0,0,497,26.96
13713,1997-02-18,27.37,1,0.0,13759,0,0,497,27.37
13714,1998-06-21,14.99,4,36.71822100932263,13760,488,3,497,15.6675
13715,1997-11-10,23.98,2,21.770779056175552,13761,265,1,497,26.455
13716,1997-02-19,11.77,2,0.6270446583510788,13762,1,1,497,12.87
13717,1997-07-27,11.77,3,51.88080376138975,13763,159,2,497,23.836666666666666
13718,1997-03-22,15.3,2,3.6203323202522326,13764,32,1,497,15.3
13719,1997-02-19,65.74,1,0.0,13765,0,0,496,65.74
13720,1997-02-18,15.36,1,0.0,13766,0,0,497,15.36
13721,1997-02-18,14.37,1,0.0,13767,0,0,497,14.37
13722,1997-02-18,46.77,1,0.0,13768,0,0,497,46.77
13723,1997-03-23,24.99,3,18.8796722957702,13769,33,2,497,23.36
13724,1997-02-19,20.99,1,0.0,13770,0,0,496,20.99
13725,1997-02-19,15.36,1,0.0,13771,0,0,496,15.36
13726,1997-12-09,14.99,3,47.3900422693419,13772,282,2,485,18.89
13727,1997-02-19,25.74,1,0.0,13773,0,0,496,25.74
13728,1997-02-19,14.9,1,0.0,13774,0,0,496,14.9
13729,1997-03-01,10.99,2,1.2852494636180851,13775,10,1,496,10.99
13730,1997-02-25,15.96,1,0.0,13776,0,0,490,15.96
13731,1997-03-11,105.59,3,34.0098915790969,13777,20,2,496,88.94333333333334
13732,1998-02-10,14.99,2,0.0,13778,335,1,475,14.975
13733,1997-07-09,11.77,8,93.47632182828352,13779,140,7,496,16.71
13734,1997-02-19,23.54,1,0.0,13780,0,0,496,23.54
13735,1997-09-30,9.49,2,11.346930140305338,13781,223,1,496,10.63
13736,1997-05-30,9.58,12,14.620645506239569,13782,100,11,496,34.0175
13737,1998-03-01,9.49,3,18.81176526605572,13783,375,2,496,21.74
13738,1997-02-19,15.96,1,0.0,13784,0,0,496,15.96
13739,1997-02-19,14.96,1,0.0,13785,0,0,496,14.96
13740,1997-11-13,38.97,6,128.64507938158397,13786,267,5,496,23.69833333333333
13741,1998-02-24,39.48,7,337.55496977338817,13787,370,6,496,61.93428571428571
13742,1998-04-03,19.99,2,0.0,13788,408,1,496,17.674999999999994
13743,1997-02-19,39.99,1,0.0,13789,0,0,496,39.99
13744,1997-09-19,25.48,3,87.97770049962607,13790,211,2,495,41.61666666666667
13745,1997-02-19,11.77,1,0.0,13791,0,0,496,11.77
13746,1997-03-03,85.21,1,0.0,13792,0,0,484,85.21
13747,1997-03-04,9.98,3,3.087806465937602,13793,13,2,496,9.91
13748,1997-02-19,29.58,1,0.0,13794,0,0,496,29.58
13749,1997-02-19,19.97,1,0.0,13795,0,0,496,19.97
13750,1998-06-14,11.49,14,149.01036091957795,13796,480,13,496,17.501428571428573
13751,1997-03-04,43.11,2,3.938517259080581,13797,13,1,496,43.435
13752,1997-02-19,14.37,1,0.0,13798,0,0,496,14.37
13753,1997-02-20,55.49,1,0.0,13799,0,0,495,55.49
13754,1997-02-19,11.77,1,0.0,13800,0,0,496,11.77
13755,1997-02-19,9.98,1,0.0,13801,0,0,496,9.98
13756,1997-03-02,44.11,2,2.4938466160731965,13802,11,1,496,27.94
13757,1997-02-19,33.31,1,0.0,13803,0,0,496,33.31
13758,1997-03-18,32.98,2,4.13437188215109,13804,27,1,496,22.735
13759,1997-02-19,32.98,1,0.0,13805,0,0,496,32.98
13760,1998-03-02,63.51,4,59.96298228468506,13806,370,3,490,78.9825
13761,1997-02-19,38.77,1,0.0,13807,0,0,496,38.77
13762,1997-04-22,41.1,8,1.0237666715855522,13808,62,7,496,30.48
13763,1997-03-10,47.72,1,0.0,13809,0,0,477,47.72
13764,1997-07-26,15.36,3,54.69690711176909,13810,141,2,480,24.153333333333336
13765,1997-03-14,6.79,4,3.3003358290070848,13811,23,3,496,18.960000000000004
13766,1997-02-19,15.96,1,0.0,13812,0,0,496,15.96
13767,1997-02-24,42.49,1,0.0,13813,0,0,491,42.49
13768,1997-12-19,74.45,7,316.54684201876495,13814,275,6,468,45.915714285714294
13769,1997-03-11,21.7,2,3.171488898229523,13815,20,1,496,21.72
13770,1997-02-24,44.52,1,0.0,13816,0,0,491,44.52
13771,1997-02-19,35.4,1,0.0,13817,0,0,496,35.4
13772,1997-02-19,27.13,1,0.0,13818,0,0,496,27.13
13773,1997-02-19,24.94,1,0.0,13819,0,0,496,24.94
13774,1997-12-19,64.94,6,600.3015037735581,13820,296,5,489,114.29666666666668
13775,1997-03-09,28.93,2,2.801704352161392,13821,18,1,496,20.35
13776,1997-02-19,26.73,1,0.0,13822,0,0,496,26.73
13777,1998-04-20,48.55,7,257.4173099421272,13823,425,6,496,59.00428571428571
13778,1997-09-05,51.32,2,22.526948563904227,13824,198,1,496,32.845
13779,1997-02-19,20.48,1,0.0,13825,0,0,496,20.48
13780,1997-02-19,12.97,1,0.0,13826,0,0,496,12.97
13781,1997-02-19,13.97,1,0.0,13827,0,0,496,13.97
13782,1997-02-19,29.98,1,0.0,13828,0,0,496,29.98
13783,1997-02-19,11.77,1,0.0,13829,0,0,496,11.77
13784,1997-12-09,68.95,2,34.9778857547289,13830,293,1,496,45.74500000000001
13785,1997-10-28,14.99,3,90.08049224651708,13831,251,2,496,42.193333333333335
13786,1997-02-19,19.99,1,0.0,13832,0,0,496,19.99
13787,1997-02-19,22.97,1,0.0,13833,0,0,496,22.97
13788,1997-10-14,22.99,3,40.894093896338376,13834,237,2,496,16.650000000000002
13789,1998-02-27,28.56,4,73.52083576338346,13835,373,3,496,32.004999999999995
13790,1997-02-19,40.97,1,0.0,13836,0,0,496,40.97
13791,1997-02-19,75.14,1,0.0,13837,0,0,496,75.14
13792,1997-05-26,18.36,2,21.636239838039998,13838,96,1,496,53.49
13793,1997-02-19,26.99,1,0.0,13839,0,0,496,26.99
13794,1997-02-19,14.99,1,0.0,13840,0,0,496,14.99
13795,1997-02-27,129.51,1,0.0,13841,0,0,488,129.51
13796,1997-04-14,28.93,5,34.626548037245676,13842,54,4,496,25.864
13797,1997-02-19,26.76,1,0.0,13843,0,0,496,26.76
13798,1997-02-19,19.99,1,0.0,13844,0,0,496,19.99
13799,1998-04-17,57.55,5,171.7904153075611,13845,421,4,495,54.93600000000001
13800,1998-06-24,30.48,17,0.003918752945484828,13846,490,16,496,38.83705882352942
13801,1997-02-19,14.79,1,0.0,13847,0,0,496,14.79
13802,1997-02-19,25.74,1,0.0,13848,0,0,496,25.74
13803,1997-02-19,5.99,1,0.0,13849,0,0,496,5.99
13804,1997-02-19,27.73,1,0.0,13850,0,0,496,27.73
13805,1997-02-19,18.77,1,0.0,13851,0,0,496,18.77
13806,1997-02-19,14.37,1,0.0,13852,0,0,496,14.37
13807,1997-02-19,18.76,1,0.0,13853,0,0,496,18.76
13808,1997-02-19,39.98,1,0.0,13854,0,0,496,39.98
13809,1998-05-27,28.37,13,277.8267261233474,13855,462,12,496,29.398461538461547
13810,1997-02-19,15.96,1,0.0,13856,0,0,496,15.96
13811,1998-01-21,70.96,3,31.40129831973935,13857,336,2,496,50.38333333333333
13812,1997-02-19,39.1,1,0.0,13858,0,0,496,39.1
13813,1997-03-03,15.76,3,3.2276980504368544,13859,10,2,494,15.76
13814,1997-02-19,19.99,1,0.0,13860,0,0,496,19.99
13815,1997-02-24,71.86,1,0.0,13861,0,0,491,71.86
13816,1997-02-25,24.46,1,0.0,13862,0,0,490,24.46
13817,1997-02-19,41.9,1,0.0,13863,0,0,496,41.9
13818,1998-02-11,72.38,2,0.0,13864,357,1,496,42.675
13819,1997-02-19,53.07,1,0.0,13865,0,0,496,53.07
13820,1997-02-19,15.3,1,0.0,13866,0,0,496,15.3
13821,1998-03-03,24.87,12,144.92007485505397,13867,377,11,496,17.320000000000004
13822,1997-02-19,12.49,1,0.0,13868,0,0,496,12.49
13823,1997-02-19,26.14,1,0.0,13869,0,0,496,26.14
13824,1997-02-19,11.77,1,0.0,13870,0,0,496,11.77
13825,1997-02-25,4.79,1,0.0,13871,0,0,490,4.79
13826,1997-12-04,86.96,2,55.165189117450005,13872,259,1,467,70.72
13827,1997-10-16,7.49,3,31.674634198016786,13873,239,2,496,11.813333333333334
13828,1997-11-17,114.92,2,44.157398399906846,13874,271,1,496,62.45
13829,1997-02-19,23.54,1,0.0,13875,0,0,496,23.54
13830,1997-02-19,11.77,1,0.0,13876,0,0,496,11.77
13831,1997-02-19,19.28,1,0.0,13877,0,0,496,19.28
13832,1997-02-19,11.77,1,0.0,13878,0,0,496,11.77
13833,1998-03-25,11.18,3,36.84709173466341,13879,399,2,496,36.09
13834,1997-03-27,32.37,3,19.074557940330468,13880,36,2,496,20.773333333333333
13835,1997-05-04,59.25,3,85.01822157748862,13881,74,2,496,56.26333333333333
13836,1997-02-19,57.86,1,0.0,13882,0,0,496,57.86
13837,1997-02-19,12.79,1,0.0,13883,0,0,496,12.79
13838,1997-04-03,31.96,2,8.89121249277966,13884,43,1,496,38.24500000000001
13839,1997-02-19,22.35,1,0.0,13885,0,0,496,22.35
13840,1997-06-30,29.16,3,49.66874908637146,13886,131,2,496,23.626666666666665
13841,1997-02-19,104.94,1,0.0,13887,0,0,496,104.94
13842,1998-05-29,12.49,13,289.29883301681497,13888,464,12,496,28.63923076923077
13843,1997-02-19,39.29,1,0.0,13889,0,0,496,39.29
13844,1998-03-22,58.15,6,200.35674164941696,13890,396,5,496,49.33666666666666
13845,1997-02-19,15.96,1,0.0,13891,0,0,496,15.96
13846,1997-02-19,34.98,1,0.0,13892,0,0,496,34.98
13847,1997-02-19,44.29,1,0.0,13893,0,0,496,44.29
13848,1997-11-13,86.47,4,200.4671047195766,13894,267,3,496,64.455
